Original Field,ECS Field,Type,Field set,Level,Description
stats.flow_mgr.est_pruned,suricata.eve.stats.flow_mgr.est_pruned,Long,Suricata,Extended,Number of Flow Manager est pruned.
stats.flow_mgr.new_pruned,suricata.eve.stats.flow_mgr.new_pruned,Long,Suricata,Extended,Number of Flow Manager new pruned.
stats.http.memcap,suricata.eve.stats.http.memcap,Long,Suricata,Extended,Total of the reserved memory for HTTP parser (Application layer parser).
stats.http.memuse,suricata.eve.stats.http.memuse,Long,Suricata,Extended,Reserved memory for HTTP parser used (Application layer parser).
stats.stream.3whs_ack_in_wrong_dir,suricata.eve.stats.stream.3whs_ack_in_wrong_dir,Long,Suricata,Extended,Number of wrong directionnal 3whs (3 Way Handshake) .
stats.stream.3whs_async_wrong_seq,suricata.eve.stats.stream.3whs_async_wrong_seq,Long,Suricata,Extended,Number of wrong synchronous 3whs (3 Way Handshake) .
stats.stream.3whs_right_seq_wrong_ack_evasion,suricata.eve.stats.stream.3whs_right_seq_wrong_ack_evasion,Long,Suricata,Extended,Number of wrong sequential 3whs (3 Way Handshake) .
stats.tcp.invalid_checksum,suricata.eve.stats.tcp.invalid_checksum,Long,Suricata,Extended,Number of invalid TCP checksum.
stats.tcp.memuse,suricata.eve.stats.tcp.memuse,Long,Suricata,Extended,Reserved memory for TCP parser used (Transport layer parser).
stats.tcp.no_flow,suricata.eve.stats.tcp.no_flow,Long,Suricata,Extended,Number of packets associated with no flow.
stats.tcp.pseudo,suricata.eve.stats.tcp.pseudo,Long,Suricata,Extended,Number of pseudo packets processed.
stats.tcp.pseudo_failed,suricata.eve.stats.tcp.pseudo_failed,Long,Suricata,Extended,Number of pseudo packets failed to setup.
stats.tcp.reassembly_gap,suricata.eve.stats.tcp.reassembly_gap,Long,Suricata,Extended,Number of TCP reassembly gap.
stats.tcp.reassembly_memuse,suricata.eve.stats.tcp.reassembly_memuse,Long,Suricata,Extended,Reserved memory for reassembly engine used.
stats.tcp.rst,suricata.eve.stats.tcp.rst,Long,Suricata,Extended,Number of TCP RST flags.
stats.tcp.segment_memcap_drop,suricata.eve.stats.tcp.segment_memcap_drop,Long,Suricata,Extended,Number of Tcp.Segment Manager memcap drop.
stats.tcp.sessions,suricata.eve.stats.tcp.sessions,Long,Suricata,Extended,Number of TCP Sessions.
stats.tcp.ssn_memcap_drop,suricata.eve.stats.tcp.ssn_memcap_drop,Long,Suricata,Extended,Number of TCP sessions not picked up because memcap was reached.
stats.tcp.stream_depth_reached,suricata.eve.stats.tcp.stream_depth_reached,Long,Suricata,Extended,Number of Tcp.Stream Manager depth reached.
stats.tcp.syn,suricata.eve.stats.tcp.syn,Long,Suricata,Extended,Number of TCP SYN flags.
stats.tcp.synack,suricata.eve.stats.tcp.synack,Long,Suricata,Extended,Number of TCP SYN-ACK flags.
stats.uptime,suricata.eve.stats.uptime,Long,Suricata,Extended,Uptime of Suricata engine.
tcp.ack,tcp.ack,Boolean,TCP,Extended,Specifies whether ACK flag bit is set on TCP segment header.
tcp.tcp_flags_ts,tcp.client.flag.hex,Keyword,TCP,Extended,Client TCP segment flag hexadecimal value.
tcp_flag_to_server,tcp.client.flag.name,Keyword,TCP,Extended,Client TCP segment flag name.
tcp.cwr,tcp.cwr,Boolean,TCP,Extended,Specifies whether CWR flag bit is set on TCP segment header. CWR (Congestion Window Reduced) notify the destination that measure have been take to reduce window congestion.
tcp.ecn,tcp.ecn,Boolean,TCP,Extended,Specifies whether ECN flag bit is set on TCP segment header. ECN (Explicit Congestion Notification) advertise for network congestion.
tcp.fin,tcp.fin,Boolean,TCP,Extended,Specifies whether FIN flag bit is set on TCP segment header.
tcp.tcp_flags,tcp.flag.hex,Keyword,TCP,Extended,TCP segment flag hexadecimal value for client and server.
tcp_flag,tcp.flag.name,Keyword,TCP,Extended,TCP segment flag name for client and server.
tcp.psh,tcp.psh,Boolean,TCP,Extended,Specifies whether PSH flag bit is set on TCP segment header.
tcp.rst,tcp.rst,Boolean,TCP,Extended,Specifies whether RST flag bit is set on TCP segment header.
tcp.tcp_flags_tc,tcp.server.flag.hex,Keyword,TCP,Extended,Server TCP segment flag hexadecimal value.
tcp_flag_to_client,tcp.server.flag.name,Keyword,TCP,Extended,Server TCP segment flag name.
tcp.state,tcp.state,Keyword,TCP,Extended,TCP session state.
tcp_status,tcp.state,Keyword,TCP,Extended,TCP session state.
tcp.syn,tcp.syn,Boolean,TCP,Extended,Specifies whether SYN flag bit is set on TCP segment header.
utmaction,threat.action.outcome,Keyword,Threat,Extended,Security action performed by observer.
countav,threat.antivirus.count,Long,Threat,Extended,Number of AV logs associated with the session.
appcat,threat.application.category,Keyword,Threat,Extended,Category of the application monitored by an observer.
appcat,threat.application.category,Keyword,Threat,Extended,Category of the application monitored by an observer.
appact,threat.application.control.action,Keyword,Threat,Extended,The security action from app control.
countapp,threat.application.control.logs,Long,Threat,Extended,Number of App Ctrl logs associated with the session.
appid,threat.application.id,Keyword,Threat,Extended,Identifier of the application monitored by a particular observer.
appid,threat.application.id,Keyword,Threat,Extended,Identifier of the application monitored by a particular observer.
applist,threat.application.list,Keyword,Threat,Extended,List of which the application monitored by an observer is part
applist,threat.application.list,Keyword,Threat,Extended,List of which the application monitored by an observer is part.
app,threat.application.name,Keyword,Threat,Extended,Name of the application monitored by an observer.
app,threat.application.name,Keyword,Threat,Extended,Name of the application monitored by an observer.
apprisk,threat.application.risk,Keyword,Threat,Extended,Risk of the application monitored by an observer.
apprisk,threat.application.risk,Keyword,Threat,Extended,Risk of the application monitored by an observer.
attackid,threat.attack.id,Keyword,Threat,Extended,Identifer for a particular attack detected by an observer.
alert.signature_id,threat.attack.id,Keyword,Threat,Extended,Identifer for a particular attack detected by an observer.
fileinfo.state,threat.file.state,Keyword,Threat,Extended,State of the file.
fileinfo.stored,threat.file.stored,Boolean,Threat,Extended,File stored by observer.
incidentserialno,threat.incident.id,Keyword,Threat,Extended,Incident ID from observer when alert or signature trigger.
countips,threat.ips.count,Long,Threat,Extended,Number of the IPS logs associated with the session.
policyid,threat.policy.id,Long,Threat,Extended,"ID for policy of observer (WAF, Proxy, IPS, etc.)."
policyid,threat.policy.id,Keyword,Threat,Extended,"ID for policy of observer (WAF, Proxy, IPS, etc.)."
poluuid,threat.policy.uuid,Keyword,Threat,Extended,"UUID for policy of observer (WAF, Proxy, IPS, etc.)."
profile,threat.profile.name,Keyword,Threat,Extended,The name of the profile that was used to detect threat(s) and take action.
profile,threat.profile.name,Keyword,Threat,Extended,The name of the profile that was used to detect and take action.
catdesc,threat.proxy.category.desc,Keyword,Threat,Extended,"Description of webfilter category of an observer (Proxy, WAF, etc.)."
cat,threat.proxy.category.id,Keyword,Threat,Extended,"Identifier of webfilter category of an observer (Proxy, WAF, etc.)."
count,threat.quarantine.count,Long,Threat,Extended,Quarantined object/threat count per hour  by observer.
quarskip,threat.quarantine.explain,Keyword,Threat,Extended,Quarantine skip explanation.
craction,threat.reputation.id,Keyword,Threat,Extended,ID for the type of threat who triggered the observer rule.
method,threat.risk.method,Keyword,Threat,Extended,Rating override method by URL domain name or IP address.
alert.gid,threat.signature.gid,Long,Threat,Extended,The gid keyword can be used to give different groups of signatures another id value (like in sid).
attack,threat.signature.name,Keyword,Threat,Extended,The name of triggered signature.
alert.signature,threat.signature.name,Keyword,Threat,Extended,The name of triggered signature.
ref,threat.signature.reference,Text,Threat,Extended,"Information provided about signature (Descritpion, URL, etc.)."
alert.rev,threat.signature.revision,Long,Threat,Extended,"Rev represents the version of the signature. If a signature is modified, the number of rev will be incremented by the signature writers."
virusid,threat.virus.id,Keyword,Threat,Extended,ID of detected virus for a particular observer vendor.
virus,threat.virus.name,Keyword,Threat,Extended,Name of detected virus.
dtype,threat.virus.type,Keyword,Threat,Extended,Data type for virus category.
countweb,threat.webfilter.count,Long,Threat,Extended,Number of the Web Filter logs associated with the session.
ssl_cert_self_signed,tls.certificate.self_signed,Boolean,TLS,Extended,Specify is certificate is self-signed or not.
ssl_cipher_id,tls.cipher.id,Long,TLS,Extended,Identifer of the cipher used for the TLS certificate.
ssl_cipher_name,tls.cipher.name,Keyword,TLS,Extended,Name of the cipher used for the TLS certificate.
ssl_client_cipher_list{},tls.client.cipher.list,Keyword,TLS,Extended,Identifer list of the available cipher for the TLS certificate.
ssl_client_cipher_names{},tls.client.cipher.name,Keyword,TLS,Extended,Name list of the available cipher for the TLS certificate.
ssl_client_compression_methods{},tls.client.compression_method,Keyword,TLS,Extended,Name list of the available compression method for the TLS certificate.
ssl_client_hello_version,tls.client.hello.version,Keyword,TLS,Extended,Version of Hello protocol used by the client.
ssl_cert_md5,tls.fingerprint.md5,Keyword,TLS,Extended,The (MD5) fingerprint of the TLS certificate.
tls.fingerprint,tls.fingerprint.sha1,Keyword,TLS,Extended,The (SHA1) fingerprint of the TLS certificate.
ssl_cert_sha1,tls.fingerprint.sha1,Keyword,TLS,Extended,The (SHA1) fingerprint of the TLS certificate.
ssl_cert_sha256,tls.fingerprint.sha256,Keyword,TLS,Extended,The (SHA256) fingerprint of the TLS certificate.
ssl_issuer_common_name,tls.issuer.cn,Keyword,TLS,Extended,The issuer common name field from the TLS certificate.
ssl_issuer_country,tls.issuer.country,Keyword,TLS,Extended,The issuer country field from the TLS certificate.
tls.issuerdn,tls.issuer.dn,Keyword,TLS,Extended,The issuer distinguished name field from the TLS certificate.
ssl_issuer,tls.issuer.dn,Keyword,TLS,Extended,The issuer distinguished name field from the TLS certificate.
ssl_issuer_email,tls.issuer.email,Keyword,TLS,Extended,The issuer email field from the TLS certificate.
ssl_issuer_email,tls.issuer.email,Keyword,TLS,Extended,The issuer email field from the TLS certificate.
ssl_issuer_locality,tls.issuer.locality,Keyword,TLS,Extended,The issuer locality field from the TLS certificate.
ssl_issuer_locality,tls.issuer.locality,Keyword,TLS,Extended,The issuer locality field from the TLS certificate.
ssl_issuer_organization,tls.issuer.organization,Keyword,TLS,Extended,The issuer organization field from the TLS certificate.
ssl_issuer_organization,tls.issuer.organization,Keyword,TLS,Extended,The issuer organization field from the TLS certificate.
ssl_issuer_state,tls.issuer.state,Keyword,TLS,Extended,The issuer state country field from the TLS certificate.
ssl_issuer_unit,tls.issuer.unit,Keyword,TLS,Extended,The issuer unit field from the TLS certificate.
ssl_compression_method,tls.negociated.compression_method,Keyword,TLS,Extended,Name of the compression method used for the TLS certificate.
ssl_publickey_algorithm,tls.publickey.algorithm,Keyword,TLS,Extended,Algorithm used for TLS public key.
ssl_publickey_bit_len,tls.publickey.length,Long,TLS,Extended,Length of TLS public key in bit.
ssl_serial,tls.serial.number,Keyword,TLS,Extended,The serial number of the TLS certificate.
ssl_serial,tls.serial.number,Keyword,TLS,Extended,The serial number of the TLS certificate.
ssl_signature_algorithm,tls.signature.algorithm,Keyword,TLS,Extended,Algorithm used for TLS certificate signature.
tls.sni,tls.sni,Keyword,TLS,Extended,The Server Name Indication (SNI) extension sent by the client.
ssl_subject_common_name,tls.subject.cn,Keyword,TLS,Extended,The subject common name field from the TLS certificate.
ssl_subject_country,tls.subject.country,Keyword,TLS,Extended,The subject country field from the TLS certificate.
tls.subject,tls.subject.dn,Keyword,TLS,Extended,The subject field from the TLS certificate.
ssl_subject,tls.subject.dn,Keyword,TLS,Extended,The subject field from the TLS certificate.
ssl_subject_email,tls.subject.email,Keyword,TLS,Extended,The subject email  field from the TLS certificate.
ssl_subject_locality,tls.subject.locality,Keyword,TLS,Extended,The subject locality field from the TLS certificate.
ssl_subject_locality,tls.subject.locality,Keyword,TLS,Extended,The subject locality field from the TLS certificate.
ssl_subject_organization,tls.subject.organization,Keyword,TLS,Extended,The subject organization field from the TLS certificate.
ssl_subject_organization,tls.subject.organization,Keyword,TLS,Extended,The subject organization field from the TLS certificate.
ssl_subject_state,tls.subject.state,Keyword,TLS,Extended,The subject state field from the TLS certificate.
ssl_subject_unit,tls.subject.unit,Keyword,TLS,Extended,The subject unit field from the TLS certificate.
ssl_validity_end,tls.validity.end,Date,TLS,Extended,The end validity date of the SSL/TLS certificate.
ssl_validity_start,tls.validity.start,Date,TLS,Extended,The start validity date of the SSL/TLS certificate.
tls.version,tls.version,Keyword,TLS,Extended,The SSL/TLS version used.
ssl_version,tls.version,Keyword,TLS,Extended,The SSL/TLS version used.
hostname,url.domain,Keyword,Url,Extended,Domain of the url.
http.hostname,url.domain,Keyword,Url,Extended,Domain of the url.
site,url.domain,Keyword,Url,Extended,Domain of the url.
site{},url.domain,Keyword,Url,Extended,Domain of the url.
uri_parm,url.fragment,Keyword,Url,Extended,"Portion of the url after the ; or #, such as ""top""."
url,url.full,Keyword,Url,Extended,"If full URLs are important to your use case, they should be stored here."
url,url.full,Keyword,Url,Extended,"If full URLs are important to your use case, they should be stored here."
uri,url.original,Keyword,Url,Extended,"Unmodified original url as seen in the event source.  This field is meant to represent the URL as it was observed, complete or not."
vendor_url,url.path,Keyword,Url,Extended,"Path of the request, such as ""/search""."
http.url,url.path,Keyword,Url,Extended,"Path of the request, such as ""/search""."
cs_uri_stem,url.path,Keyword,Url,Extended,"Path of the request, such as ""/search""."
uri_path,url.path,Keyword,Url,Extended,"Path of the request, such as ""/search""."
cs_uri_query,url.query,Keyword,Url,Extended,"The query field describes the query string of the request, such as ""q=elasticsearch""."
uri_query,url.query,Keyword,Url,Extended,"The query field describes the query string of the request, such as ""q=elasticsearch""."
Group_Domain,botes.user.group.domain,Keyword,User,Extended,Contains group's domain or computer name.
Group_Name,botes.user.group.name,Keyword,User,Extended,Contains the name of the group which members were enumerated.
domain,user.domain,Keyword,User,Extended,Name of the directory the user is a member of.
domain,user.domain,Keyword,User,Extended,Name of the directory the user is a member of.
Account_Domain,user.domain,Keyword,User,Extended,Name of the directory the user is a member of.
user_id,user.id,Keyword,User,Core,One or multiple unique identifiers of the user.
user_id{},user.id,Keyword,User,Core,One or multiple unique identifiers of the user.
user,user.name,Keyword,User,Core,Short name or login of the user.
user,user.name,Keyword,User,Core,Short name or login of the user.
user,user.name,Keyword,User,Core,Short name or login of the user.
login,user.name,Keyword,User,Core,Short name or login of the user.
login,user.name,Keyword,User,Core,Short name or login of the user.
User,user.name,Keyword,User,Core,Short name or login of the user.
Account_Name,user.name,Keyword,User,Core,Short name or login of the user.
User,user.name,Keyword,User,Core,Short name or login of the user.
User,user.name,Keyword,User,Core,Short name or login of the user.
http_user_agent,user_agent.original,Keyword,User agent,Extended,Unparsed version of the user_agent
cs_User_Agent,user_agent.original,Keyword,User agent,Extended,Unparsed version of the user_agent
http.http_user_agent,user_agent.original,Keyword,User_agent,Extended,Unparsed version of the user_agent.
http_user_agent,user_agent.original,Keyword,User_agent,Extended,Unparsed version of the user_agent.
http_user_agent{},user_agent.original,Keyword,User_agent,Extended,Unparsed version of the user_agent.
Desired_Access,winlog.access.desired,Keyword,Winlog,Extended,The desired access mask. This mask depends on Object Server and Object Type parameters values. The value of this parameter is in decimal format.
Access_Mask,winlog.access.mask,Keyword,Winlog,Extended,Contains Filesystem Object Access Permissions hexadecimal value.
Accesses,winlog.access.permissions,Keyword,Winlog,Extended,Contains Filesystem Object Access Permissions text value.
Access_Reasons,winlog.access.reasons,Keyword,Winlog,Extended,Contains Filesystem Object Access Reasons text value.
Privileges_Used_for_Access_Check,winlog.access_check.privileges,Keyword,Winlog,Extended,"Contains the list of user privileges which were used during the operation, for example, SeBackupPrivilege."
Adapter_specific_Domain_Suffix,winlog.adapter.domain,Keyword,Winlog,Extended,Contains the network adapter domain suffix.
Adapter_Name,winlog.adapter.name,Keyword,Winlog,Extended,Contains the interface GUID of the network adapter.
Additional_Information,winlog.additional.info,Keyword,Winlog,Extended,Contains additional information about Windows Event Log.
Restricted_Admin_Mode,winlog.admin_mode.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether if the credentials provided were passed using Restricted Admin mode (Yes or No). Only populated for RemoteInteractive logon type sessions.
Authentication_Package_Name,winlog.auth.loaded,Keyword,Winlog,Extended,Contains  the name of loaded Authentication Package.
Security_Package_Name,winlog.auth.loaded,Keyword,Winlog,Extended,Contains the the name of loaded Security Package. The format is: DLL_PATH_AND_NAME: SECURITY_PACKAGE_NAME.
Authentication_Package,winlog.auth.logon,Keyword,Winlog,Extended,Contains the name of the authentication package which was used for the logon authentication process.
Configuration_Access_Policy,winlog.boot.policy,Keyword,Winlog,Extended,Contains Boot configuration access policy.
Advanced_Options,winlog.boot_legacy.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether Windows is configured for system boot to the legacy menu (F8 menu) on the next boot.
Load_Options,winlog.boot_options,Keyword,Winlog,Extended,Contains Boot load options.
Cab_Id,winlog.cab_id,Keyword,Winlog,Extended,Windows Error Reporting back-end iCab field number. This is 0 if the server did not ask for a cabinet (.cab).
Change_Reason,winlog.change.reason,Keyword,Winlog,Extended,Contains the Change Reasons text value.
Rechecking_for_solution,winlog.checksolution.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether the report was resubmitted by a user to check for a response or solution for the error.
ComputerName,winlog.computer_name,Keyword,Winlog,Extended,The hostname address of the server on which the log file entry was generated.
ComputerName,winlog.computer_name,Keyword,Winlog,Extended,The hostname address of the server on which the log file entry was generated.
ComputerName,winlog.computer_name,Keyword,Winlog,Extended,The hostname address of the server on which the log file entry was generated.
Computer,winlog.computer_name,Keyword,Winlog,Extended,The hostname address of the server on which the log file entry was generated.
Initiated,winlog.connection_init.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether process initiated a TCP connection or not (True or False).
Sent_update_to_server,winlog.dns.update,Keyword,Winlog,Extended,Contains the update send to the DNS server.
Elevated_Token,winlog.elevated_token.flag,Boolean,Winlog,Extended,"Contains an indicator that shows whether Token has been elevated or not (Yes or No).  If ""Yes"" then the session this event represents is elevated and has administrator privileges."
Revived_Cache,winlog.esent.revived_cache,Long,Winlog,Extended,Contains ESENT Database engine revived cache.
Saved_Cache,winlog.esent.saved_cache,Long,Winlog,Extended,Contains ESENT Database engine saved cache.
Internal_Timing_Sequence,winlog.esent.sequence,Keyword,Winlog,Extended,Contains ESENT Database engine Timing Sequence.
System_Event_Logging,winlog.event_logging.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether Windows remote System Event Logging is enabled or not (Yes or No).
Resource_Attributes,winlog.file.attributes,Keyword,Winlog,Extended,"Contains the attributes associated with the object. For some objects, the field does not apply and ""-"" is displayed."
Flight_Signing,winlog.flight_signing.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether Windows flight signing (which allows flight-signed code signing certificates) is enabled or not (Yes or No).
Object_Handle,winlog.handle.id,Keyword,Winlog,Extended,"Contains the hexadecimal value of a handle to Object Name. This field can help you correlate this event with other events that might contain the same Handle ID, for example with EventID 4656."
Handle_ID,winlog.handle_id,Keyword,Winlog,Extended,Contains hexadecimal value of a handle to Object Name. This field can help you correlate this event with other events that might contain the same Handle ID.
Hashed_bucket,winlog.hashed.bucket,Keyword,Winlog,Extended,Contains a hashed version of a fault bucket number.
HRESULT,winlog.hresult,Keyword,Winlog,Extended,Contains Windows HRESULT error code.
HyperVisor_Debugging,winlog.hypervisor_debug.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether the hypervisor debugger is enabled or not (Yes or No).
HyperVisor_Launch_Type,winlog.hypervisor_launch_type,Keyword,Winlog,Extended,Contains an indicator that shows the hypervisor launch options (Off or Auto).
HyperVisor_Load_Options,winlog.hypervisor_load_options,Keyword,Winlog,Extended,Contains an indicator that shows hypervisor loadoptions.
SidType,winlog.identifier.type,Keyword,Winlog,Extended,"Contains Windows SID Type (User, Group, Domain, Computer, etc.) belonging to the SID."
SidType,winlog.identifier.type,Keyword,Winlog,Extended,"Contains Windows SID Type (User, Group, Domain, Computer, etc.) belonging to the SID."
Idle_state_type,winlog.idle_state.type,Keyword,Winlog,Extended,Contains the Idle State Type.
Impersonation_Level,winlog.impersonation,Keyword,Winlog,Extended,"Contains one of the four Impersonation Level value (SecurityAnonymous, SecurityIdentification, SecurityImpersonation or SecurityDelegation)."
Mandatory_Label,winlog.integrity.label,Keyword,Winlog,Extended,Contains SID of integrity label which was assigned to the new process.
IntegrityLevel,winlog.integrity.level,Keyword,Winlog,Extended,Contains the integrity level assigned to the process.
Disable_Integrity_Checks,winlog.integrity_checks.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether Windows integrity check is disabled or not (Yes or No).
Kernel_Debugging,winlog.kernel_debug.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether Windows kernel debugging is enabled or not (Yes or No).
Keywords,winlog.keywords,Keyword,Winlog,Extended,Contains Windows Event Log keywords.
Keywords,winlog.keywords,Keyword,Winlog,Extended,Contains Windows Event Log keywords.
Keywords,winlog.keywords,Keyword,Winlog,Extended,Contains Windows Event Log keywords.
Keywords,winlog.keywords,Keyword,Winlog,Extended,Contains Windows Event Log keywords.
Linked_Logon_ID,winlog.linked.logon.id,Keyword,Winlog,Extended,"Contains hexadecimal value of the paired logon session. If there is no other logon session associated with this logon session, then the value is ""0x0""."
Logon_ID,winlog.logon.id,Keyword,Winlog,Extended,"Contains hexadecimal value that can help you correlate this event with recent events that might contain the same Logon ID, for example with EventID 4624."
LogonId,winlog.logon.id,Keyword,Winlog,Extended,Contains the Logon ID of the user who created the new process.
Logon_Process,winlog.logon.process,Keyword,Winlog,Extended,Contains the name of the trusted logon process that was used for the logon. See EventID 4611 for more information.
Logon_Process_Name,winlog.logon.process,Keyword,Winlog,Extended,Contains the name of registered logon process.
Logon_Type,winlog.logon.type,Long,Winlog,Extended,Contains the type of logon which was performed.
Module_Path,winlog.module.path,Keyword,Winlog,Extended,Contains the full module path.
Event_Name,winlog.name,Keyword,Winlog,Extended,Report's event name. This is not localized.
New_Time,winlog.new_time,Date,Winlog,Extended,Contains new time that was set in UTC time zone. The format is YYYY-MM-DDThh:mm:ss.nnnnnnnZ:.
Nominal_Frequency__MHz_,winlog.nominal.frequency,Long,Winlog,Extended,Contains the Nominal Frequency in (MHz)
Notification_Package_Name,winlog.notification.package,Keyword,Winlog,Extended,Contains the name of loaded Notification Package.
Key_Length,winlog.ntlm.key_length,Long,Winlog,Extended,Contains the length of NTLM Session Security key. Typically it has 128 bit or 56 bit length.
Package_Name__NTLM_only_,winlog.ntlm.sub_package,Keyword,Winlog,Extended,Contains the name of the LAN Manager sub-package (NTLM-family protocol name) that was used during logon.
Sid,winlog.object.identifier,Keyword,Winlog,Extended,"Contains Windows Security ID, used to identify a security principal or security group in Windows operating systems."
Security_ID,winlog.object.identifier,Keyword,Winlog,Extended,Contains the SID of account that requested privileged operation. Event Viewer automatically tries to resolve SIDs and show the account name.
Sid,winlog.object.identifier,Keyword,Winlog,Extended,"Contains Windows Security ID, used to identify a security principal or security group in Windows operating systems."
SecurityID,winlog.object.identifier,Keyword,Winlog,Extended,Contains the SID of account that requested privileged operation. Event Viewer automatically tries to resolve SIDs and show the account name.
Object_Name,winlog.object.name,Keyword,Winlog,Extended,Contains the name of the object that was accessed during the operation.
Object_Type,winlog.object.type,Keyword,Winlog,Extended,"Contains the type of an object that was accessed during the operation (Mutant, Thread, Controller, Key, Job, etc.)."
Previous_Time,winlog.old_time,Date,Winlog,Extended,Contains previous time in UTC time zone. The format is YYYY-MM-DDThh:mm:ss.nnnnnnnZ:.
OpCode,winlog.opcode,Long,Winlog,Extended,Contains an opcode decimal code that identifies an operation within the task (<Task>) or one of the predefined global opcodes.
OpCode,winlog.opcode,Long,Winlog,Extended,Contains an opcode decimal code that identifies an operation within the task (<Task>) or one of the predefined global opcodes.
OpCode,winlog.opcode,Long,Winlog,Extended,Contains an opcode decimal code that identifies an operation within the task (<Task>) or one of the predefined global opcodes.
Opcode,winlog.opcode,Long,Winlog,Extended,Contains an opcode decimal code that identifies an operation within the task (<Task>) or one of the predefined global opcodes.
Performance_state_type,winlog.perf_state.type,Keyword,Winlog,Extended,Contains the Performance state type.
Maximum_performance_percentage,winlog.performance.max,Long,Winlog,Extended,Contains the Maximum performance percentage.
Minimum_performance_percentage,winlog.performance.min,Long,Winlog,Extended,Contains the Minimum performance percentage.
Policy_ID,winlog.policy.id,Keyword,Winlog,Extended,Contains unique per-User Audit Policy hexadecimal identifier.
P1,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
P2,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
P3,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
P4,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
P5,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
P6,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
P7,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
P8,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
P9,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
P10,winlog.problem.signature,Keyword,Winlog,Extended,"Report signature strings (that is, bucketing parameters). The message can report up to ten strings."
Signature,winlog.process.signature,Keyword,Winlog,Extended,Contains the signer of the Process/Module.
UtcTime,winlog.process.time_utc,Date,Winlog,Extended,Contains the UTC Time of file/process creation.
Signed,winlog.process_signed.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether process/module is signed or not (True or False).
data,winlog.registry.data,Keyword,Winlog,Extended,The data that the process_image making the Registry change tried to read or write.
registry_key_name,winlog.registry.key.name,Keyword,Winlog,Extended,The Registry key name that the process_image attempted to make a change to.
key_path,winlog.registry.key.path,Keyword,Winlog,Extended,The Registry key path that the process_image attempted to make a change to.
registry_value_name,winlog.registry.name,Keyword,Winlog,Extended,The Registry value name that the process attempted to make a change to.
data_type,winlog.registry.type,Keyword,Winlog,Extended,The type of Registry data that the process making the Registry change tried to get or set.
Report_Id,winlog.report.id,Keyword,Winlog,Extended,Contains the unique GUID for a generated crash report
Response,winlog.report.response,Keyword,Winlog,Extended,Contains a response string from the Windows Error Reporting server or the string Not available if no response was received.
Privileges,winlog.requested.privileges,Keyword,Winlog,Extended,Contains the list of user privileges which were requested. The possible privileges depend on the subcategory.
Resource_Manager,winlog.resource_mgr.id,Keyword,Winlog,Extended,Contains the unique GUID-Identifier of the Resource Manager which associated with this transaction.
RM_Transaction_ID,winlog.resource_mgr.transac_id,Keyword,Winlog,Extended,"Contains the unique GUID of the transaction. This field can help you correlate this event with other events that might contain the same Transaction ID, for example with EventID 4656."
Restricted_SID_Count,winlog.restricted_sid.count,Long,Winlog,Extended,Contains the number of restricted SIDs in the token. Applicable to only specific Object Types.
Security_Error,winlog.rpc.error,Long,Winlog,Extended,Contains the RPC Security error code.
Peer_Name,winlog.rpc.peer_name,Keyword,Winlog,Extended,Contains the RPC peer name or IP address.
Protocol_Sequence,winlog.rpc.sequence,Keyword,Winlog,Extended,Contains the RPC Protocol sequence.
New_Security_Descriptor,winlog.sddl.new,Keyword,Winlog,Extended,Contains the new Security Descriptor Definition Language (SDDL) value for the object.
Original_Security_Descriptor,winlog.sddl.old,Keyword,Winlog,Extended,Contains the old Security Descriptor Definition Language (SDDL) value for the object.
Service_Account,winlog.service.account,Keyword,Winlog,Extended,"Contains the security context that the service will run as when started. Note that this is what was configured when the service was installed, if the account is changed later that is not logged."
Service_Account,winlog.service.account,Keyword,Winlog,Extended,"Contains the security context that the service will run as when started. Note that this is what was configured when the service was installed, if the account is changed later that is not logged."
Session_ID,winlog.session.id,Long,Winlog,Extended,Contains the unique ID of unlocked session.
